business_age_months,qris_volume_monthly,qris_active_days,ecommerce_rating,pln_delay_days,pdam_bill_avg,pdam_late_payments,pln_delay_days_isna,ecommerce_rating_isna,pdam_bill_avg_isna,pdam_late_payments_isna,business_category_fnb,business_category_jasa,business_category_retail,qris_active_ratio,pln_delay_ratio,volume_to_age_ratio,chronic_pln_delay,has_both_utilities
0.8403361344537815,0.850820077641917,0.45161290322580644,0.5,0.0,0.9561101185798795,0.0,0,1,0,0,0,0,0,0.45161290322580644,0.0,0.005949353822042438,0,1
0.680672268907563,0.9367191422653494,0.0,0.5,0.0,0.8716583889946318,0.0,0,1,0,0,0,0,1,0.0,0.0,0.010390407519179561,0,1
0.20168067226890757,0.9125725153332778,0.9354838709677419,0.95,0.0,0.9825275127891969,0.0,0,0,0,1,0,0,1,0.9354838709677419,0.0,0.03139270426040934,0,1
0.4369747899159664,0.19083629947383596,0.8064516129032258,0.55,0.0,0.979533880427241,0.25,0,0,0,0,0,0,1,0.8064516129032258,0.0,0.0006950640570818246,0,1
0.29411764705882354,0.7285619354024333,0.4838709677419355,0.22499999999999998,0.0,0.8987585042155015,0.0,0,0,0,0,1,0,0,0.48387096774193544,0.0,0.010492777576994046,0,1
0.15126050420168066,0.6081807215012378,0.9354838709677419,0.4,0.0,0.9518746990581513,0.75,0,0,0,0,1,0,0,0.9354838709677419,0.0,0.01245472391845134,0,1
0.6890756302521008,0.7276254697280895,0.7096774193548387,0.04999999999999999,0.0,0.9066683740002068,0.0,0,0,0,0,0,0,1,0.7096774193548386,0.0,0.004425315903355179,0,1
0.31932773109243695,0.9968973386811775,0.967741935483871,0.44999999999999996,0.0,0.992144664060192,0.0,0,0,0,0,0,0,1,0.9677419354838709,0.0,0.027958532092610802,0,1
0.680672268907563,0.9252320062124695,0.6129032258064516,0.525,0.5,0.9619063706673637,0.0,0,0,0,0,0,0,1,0.6129032258064515,0.006097560975609756,0.009925788502283955,1,1
0.3949579831932773,0.8635664330585393,0.8709677419354839,0.4,0.0,0.8962499942853174,0.0,0,0,0,0,1,0,0,0.8709677419354838,0.0,0.013390758215770196,0,1
0.13445378151260504,0.625938562811799,0.03225806451612903,0.5,0.0,0.9724655856073086,0.5,0,1,0,0,0,1,0,0.03225806451612903,0.0,0.014958480011030189,0,1
0.31092436974789917,0.8140613622192991,0.4838709677419355,0.5,0.0,0.8674450771380908,0.25,0,1,0,0,0,0,1,0.48387096774193544,0.0,0.013946876914394344,0,1
0.5378151260504201,0.9255893840355491,0.29032258064516125,0.9750000000000001,0.0,0.9453061287291519,0.0,1,0,0,0,1,0,0,0.29032258064516125,0.0,0.012589873361456295,0,0
0.8319327731092436,0.56310190034355,0.3870967741935484,0.5,0.0,0.9655998643781475,0.0,0,1,0,0,1,0,0,0.3870967741935484,0.0,0.0018225473919198933,0,1
0.9831932773109243,0.6049536401146978,0.9354838709677419,0.65,0.5,0.8327002091449427,0.0,0,0,0,0,1,0,0,0.9354838709677419,0.00423728813559322,0.0018186451289074156,1,1
0.7394957983193277,0.9797332870126287,0.5806451612903225,0.35,0.0,0.9830238836665057,0.0,1,0,0,0,0,0,1,0.5806451612903225,0.0,0.011343120146909434,0,0
0.226890756302521,0.12378864325720729,0.4838709677419355,0.475,0.5,0.9324004730589464,0.0,0,0,0,0,0,0,0,0.48387096774193544,0.017857142857142856,0.0011000980869507074,1,1
0.7310924369747899,0.7129668542710168,0.25806451612903225,0.375,0.06666666666666667,0.88730278491807,0.25,0,0,0,0,0,0,1,0.25806451612903225,0.0007575757575757576,0.003920452042392164,0,1
0.37815126050420167,0.8825579789094866,0.4193548387096774,0.35,0.0,0.9823337847262901,0.0,1,0,0,0,0,1,0,0.4193548387096774,0.0,0.015073419144598404,0,0
0.5966386554621849,0.8732479592630367,0.9032258064516129,0.07500000000000001,0.06666666666666667,0.9118428595712763,0.5,0,0,0,0,0,0,0,0.9032258064516129,0.0009259259259259259,0.009212321843468266,0,1
0.6302521008403361,0.9012119876972533,0.5806451612903225,0.30000000000000004,0.0,0.9839328949251724,0.0,0,0,0,0,1,0,0,0.5806451612903225,0.0,0.009746334649794226,0,1
0.9495798319327731,0.7329508329424894,0.3870967741935484,0.4,0.0,0.9330921550433039,0.0,0,0,0,0,0,0,1,0.3870967741935484,0.0,0.003240382595839742,0,1
0.3361344537815126,0.5814141690474552,0.5806451612903225,0.275,0.06666666666666667,0.9879240356854234,0.0,0,0,0,0,1,0,0,0.5806451612903225,0.0016260162601626016,0.005086421174146139,0,1
0.453781512605042,0.7379811078653549,0.9354838709677419,0.475,0.0,0.942569660124371,1.0,0,0,0,0,0,1,0,0.9354838709677419,0.0,0.007063874138267706,0,1
0.7478991596638656,0.7354546386640402,0.9032258064516129,0.375,0.0,0.981948709341971,0.25,0,0,0,0,1,0,0,0.9032258064516129,0.0,0.00419849606306979,0,1
0.47058823529411764,0.5537844323666472,0.29032258064516125,0.7,0.06666666666666667,0.989729326894745,0.0,0,0,0,0,0,1,0,0.29032258064516125,0.0011695906432748538,0.0032160399022537448,0,1
0.3949579831932773,0.8098213211645127,0.5483870967741935,0.55,0.5,0.9445627979409295,0.75,0,0,0,0,0,0,0,0.5483870967741935,0.010416666666666666,0.010817266480493937,1,1
0.3445378151260504,0.9767591399193161,0.3225806451612903,0.7749999999999999,0.0,0.9884117855323562,0.0,1,0,0,0,0,0,1,0.32258064516129026,0.0,0.023969195033715,0,0
0.49579831932773105,0.885751857174014,0.7741935483870968,0.5,1.0,0.8759713944514579,0.0,0,0,0,0,0,0,1,0.7741935483870968,0.016666666666666666,0.011658454956991565,1,1
0.4621848739495798,0.6601069249943756,0.5483870967741935,0.825,0.06666666666666667,0.9421656117628812,0.0,0,0,0,1,0,0,1,0.5483870967741935,0.0011904761904761904,0.005064232266770457,0,1
0.4117647058823529,0.901205330010447,0.6129032258064516,0.5,0.0,0.9957773686819994,0.75,0,0,0,0,1,0,0,0.6129032258064515,0.0,0.014913980038347716,0,1
0.7983193277310924,0.8200986459832014,0.3225806451612903,0.8500000000000001,0.06666666666666667,0.8895018246829433,0.0,0,0,0,0,0,0,0,0.32258064516129026,0.0006944444444444444,0.005538150590263451,0,1
0.18487394957983191,0.8371102894368145,0.3548387096774194,0.4,0.0,0.9668888820150335,0.0,0,0,0,0,1,0,0,0.3548387096774193,0.0,0.025370137474156458,0,1
0.5126050420168067,0.9607192278031689,0.6129032258064516,0.8999999999999999,0.0,0.9784908904917534,0.75,0,0,0,0,0,1,0,0.6129032258064515,0.0,0.015180604838042067,0,1
0.4117647058823529,0.9135977178485413,0.7096774193548387,0.35,0.0,0.9411496484265832,0.0,1,0,0,0,1,0,0,0.7096774193548386,0.0,0.015663658353930455,0,0
0.058823529411764705,0.8678099820648444,0.25806451612903225,0.8500000000000001,0.0,0.849914738062953,0.75,0,0,0,0,1,0,0,0.25806451612903225,0.0,0.08266852483696115,0,1
0.6890756302521008,0.5997965822877336,0.3548387096774194,0.42500000000000004,0.0,0.9578093861576654,0.5,0,0,0,0,0,0,1,0.3548387096774193,0.0,0.002609546854395539,0,1
0.9159663865546218,0.18383666230674667,0.4193548387096774,0.65,0.0,0.0,0.5,0,0,1,0,0,0,1,0.4193548387096774,0.0,0.00022376256538407922,0,0
0.08403361344537814,0.9449625145211491,0.7096774193548387,0.44999999999999996,0.0,0.9914085795723324,0.5,0,0,0,0,0,1,0,0.7096774193548386,0.0,0.08127942182367312,0,1
0.31092436974789917,0.905761450763904,0.6451612903225806,0.22499999999999998,0.0,0.885214621812814,0.5,0,0,0,0,0,1,0,0.6451612903225805,0.0,0.02004147294224066,0,1
0.5798319327731092,0.9355900679857494,0.0,0.175,0.0,0.9244343356478899,0.25,0,0,0,0,0,0,1,0.0,0.0,0.012149983317958602,0,1
1.0,0.9478642268599953,0.29032258064516125,0.4,0.16666666666666666,0.9771172589796773,0.0,0,0,0,1,0,0,0,0.29032258064516125,0.0013888888888888887,0.007361212149058496,0,1
0.7983193277310924,0.48331964694315355,0.5161290322580645,0.32499999999999996,0.0,0.9696205292999224,0.5,0,0,0,0,1,0,0,0.5161290322580645,0.0,0.0013442740188549286,0,1
0.907563025210084,0.4657902809569525,0.1935483870967742,0.15000000000000002,0.16666666666666666,0.9887665056865825,0.25,0,0,0,0,0,0,1,0.1935483870967742,0.0015290519877675841,0.0010714161963708562,0,1
0.09243697478991596,0.9826727984243759,0.8709677419354839,0.44999999999999996,0.0,0.9731064384315992,0.0,0,0,0,0,0,0,1,0.8709677419354838,0.0,0.08635001969333612,0,1
0.025210084033613446,0.867124390130583,0.06451612903225806,0.7,0.0,0.9912601294508346,0.0,0,0,0,0,1,0,0,0.06451612903225806,0.0,0.16508577676114644,0,1
0.9663865546218487,0.6746331209636227,0.03225806451612903,0.0,0.16666666666666666,0.8974047867482235,0.5,0,0,0,0,0,0,1,0.03225806451612903,0.0014367816091954023,0.0024936274768600376,0,1
0.13445378151260504,0.8113094186572858,0.0967741935483871,0.55,0.06666666666666667,0.8798580990935745,0.0,0,0,0,0,0,1,0,0.0967741935483871,0.00392156862745098,0.03107467951184573,0,1
0.1092436974789916,0.24377095122369896,0.5483870967741935,0.8999999999999999,0.06666666666666667,0.8925994130915293,0.5,0,0,0,0,0,0,1,0.5483870967741935,0.0047619047619047615,0.0039387837680107335,0,1
0.3025210084033613,0.028563534441647054,0.0,0.475,0.16666666666666666,0.9605714288993318,0.0,0,0,0,0,0,1,0,0.0,0.0045045045045045045,0.00048183355655295767,0,1
0.5966386554621849,0.3433998942763581,0.12903225806451613,0.25,1.0,0.9305217860698061,0.5,0,0,0,0,1,0,0,0.12903225806451613,0.01388888888888889,0.000993462572761001,1,1
0.42857142857142855,0.41909432157922843,0.6129032258064516,0.575,0.16666666666666666,0.9837942150752479,0.5,0,0,0,0,0,0,0,0.6129032258064515,0.0032051282051282055,0.0020146649227735843,0,1
0.6974789915966386,0.9897981480284597,0.0,0.44999999999999996,0.0,0.0,1.0,0,0,1,0,1,0,0,0.0,0.0,0.012520116079563253,0,0
0.7394957983193277,0.8076326053507228,0.22580645161290322,0.375,0.0,0.9213419257514358,0.25,0,0,0,0,0,0,0,0.22580645161290322,0.0,0.005694912048117361,0,1
0.058823529411764705,0.39689636676140294,0.7741935483870968,0.8500000000000001,0.0,0.0,0.0,1,0,1,0,0,0,0,0.7741935483870968,0.0,0.012960350275161884,0,0
0.8907563025210083,0.663530208788258,0.7741935483870968,0.825,0.0,0.9325203175423828,0.75,0,0,0,0,1,0,0,0.7741935483870968,0.0,0.0025958850113539855,0,1
0.8571428571428571,0.8466076373404952,0.3225806451612903,0.4,0.06666666666666667,0.9690455044470205,0.0,0,0,0,0,0,0,1,0.32258064516129026,0.0006472491909385112,0.005731760091637797,0,1
0.04201680672268907,0.8319355144173284,0.4838709677419355,0.9750000000000001,0.06666666666666667,0.9731073063842277,0.25,0,0,0,0,0,1,0,0.48387096774193544,0.01111111111111111,0.09583480606958641,0,1
0.7226890756302521,0.9020783944992155,0.1935483870967742,0.5,0.0,0.9573427566293733,0.5,0,1,0,0,0,0,1,0.1935483870967742,0.0,0.008519187802972185,0,1
0.2689075630252101,0.9775380148617772,0.03225806451612903,0.9750000000000001,0.0,0.9501866609724199,0.0,0,0,0,0,0,1,0,0.03225806451612903,0.0,0.03065242102937032,0,1
0.5882352941176471,0.6475862880242391,0.9032258064516129,0.925,0.0,0.9626076467740124,0.0,0,0,0,0,0,1,0,0.9032258064516129,0.0,0.0037557162679651397,0,1
0.5042016806722689,0.7923161861269343,0.8064516129032258,0.25,1.0,0.880599496966575,0.25,0,0,0,0,1,0,0,0.8064516129032258,0.01639344262295082,0.007898089795778463,1,1
0.23529411764705882,0.28712764409595515,0.5161290322580645,0.9750000000000001,0.0,0.9688766433526707,0.25,0,0,0,0,1,0,0,0.5161290322580645,0.0,0.002170333871102751,0,1
0.4789915966386554,0.9096772575233234,0.6774193548387096,0.8500000000000001,0.06666666666666667,0.9358349282446858,0.25,0,0,0,0,0,1,0,0.6774193548387096,0.0011494252873563218,0.013268792804137557,0,1
0.226890756302521,0.7475813067781636,0.7419354838709677,0.5,0.0,0.9453985763615146,0.0,0,1,0,0,0,0,1,0.7419354838709677,0.0,0.014605764342504962,0,1
0.226890756302521,0.455998828796659,0.8709677419354839,0.09999999999999998,0.0,0.946572167864359,0.0,0,0,0,0,0,1,0,0.8709677419354838,0.0,0.004542185886227172,0,1
0.4621848739495798,0.8641797372440885,0.22580645161290322,0.32499999999999996,0.0,0.97461297816081,0.0,0,0,0,0,0,0,0,0.22580645161290322,0.0,0.011478276968980126,0,1
0.7647058823529411,0.9811909209490897,0.7419354838709677,0.525,0.06666666666666667,0.9375124223753729,0.0,0,0,0,0,0,0,1,0.7419354838709677,0.0007246376811594203,0.011030724702678853,0,1
0.9915966386554621,0.37432712914624444,0.5483870967741935,0.375,0.0,0.9980389528048762,0.25,0,0,0,0,0,0,0,0.5483870967741935,0.0,0.0006173488247777772,0,1
0.47058823529411764,0.8742913529738803,0.3548387096774194,0.04999999999999999,0.16666666666666666,0.9468118416434108,1.0,0,0,0,0,0,1,0,0.3548387096774193,0.0029239766081871343,0.011735740039792414,0,1
0.8907563025210083,0.9598327858672433,0.16129032258064516,0.2,0.0,0.9960420068749329,0.0,0,0,0,0,0,0,1,0.16129032258064513,0.0,0.008684598101056847,0,1
0.5546218487394958,0.40879806785697026,0.06451612903225806,0.675,0.06666666666666667,0.9366196476281843,0.25,0,0,0,0,1,0,0,0.06451612903225806,0.0009950248756218905,0.0014530320185524215,0,1
0.7310924369747899,0.6460706093811459,0.6129032258064516,0.5,0.0,0.983251775124069,0.25,0,0,0,0,1,0,0,0.6129032258064515,0.0,0.0029742369207589317,0,1
0.8571428571428571,0.6456013301233043,0.3225806451612903,0.875,0.5,0.8953217037594643,0.75,0,0,0,0,1,0,0,0.32258064516129026,0.0048543689320388345,0.0025081477921133754,1,1
0.48739495798319327,0.9823876607724462,0.3225806451612903,0.5,0.0,0.9972841505166943,0.75,0,1,0,0,0,0,0,0.32258064516129026,0.0,0.01739000131992663,0,1
0.6722689075630252,0.5699313218973194,0.4193548387096774,0.25,0.0,0.9521740033739342,0.0,0,0,0,0,0,0,1,0.4193548387096774,0.0,0.002362430119418699,0,1
0.08403361344537814,0.2488157522554424,0.16129032258064516,0.875,0.0,0.9230880884148767,0.25,0,0,0,0,1,0,0,0.16129032258064513,0.0,0.005170111202272866,0,1
0.20168067226890757,0.745442102526352,0.45161290322580644,0.8,0.16666666666666666,0.0,0.0,0,0,1,0,0,0,1,0.45161290322580644,0.006666666666666667,0.0162435251985464,0,0
1.0,0.6984184575418557,0.3870967741935484,0.32499999999999996,0.0,0.957032040275388,0.5,1,0,0,0,0,0,1,0.3870967741935484,0.0,0.0026570371361360166,0,0
0.3529411764705882,0.19760476649600323,0.12903225806451613,0.925,0.0,0.8782456456535925,0.5,0,0,0,0,1,0,0,0.12903225806451613,0.0,0.0009307213433000125,0,1
0.3529411764705882,0.862849534055687,0.0,0.5,0.0,0.9515416820555094,0.5,0,1,0,0,0,1,0,0.0,0.0,0.014927747037367448,0,1
0.6218487394957983,0.8889433369639828,0.22580645161290322,0.725,0.0,0.9659834560841579,0.0,0,0,0,0,1,0,0,0.22580645161290322,0.0,0.009407322210874971,0,1
0.8319327731092436,0.7492647624376514,0.1935483870967742,0.5,0.06666666666666667,0.8493047831117524,0.0,0,1,0,0,0,0,1,0.1935483870967742,0.0006666666666666666,0.003978581851605089,0,1
0.12605042016806722,0.8800703536444581,0.7096774193548387,0.275,0.06666666666666667,0.8760280386333562,0.75,0,0,0,0,1,0,0,0.7096774193548386,0.004166666666666667,0.043271804896756964,0,1
0.8403361344537815,0.8943282682369849,0.3870967741935484,0.44999999999999996,0.06666666666666667,0.9349089122259127,0.0,0,0,0,0,1,0,0,0.3870967741935484,0.0006600660066006601,0.007087776717450574,0,1
0.6890756302521008,0.9562924636784476,0.7096774193548387,0.025000000000000022,0.06666666666666667,0.9893701311771019,0.0,0,0,0,0,0,0,0,0.7096774193548386,0.0008032128514056225,0.011094126748930727,0,1
0.13445378151260504,0.7298407673318983,0.7741935483870968,0.725,0.16666666666666666,0.9544314487811177,0.25,0,0,0,0,1,0,0,0.7741935483870968,0.00980392156862745,0.02254819110750702,0,1
0.2184873949579832,0.8758336638894044,0.9032258064516129,0.175,0.0,0.9537404805475576,0.0,0,0,0,0,1,0,0,0.9032258064516129,0.0,0.025141259869864884,0,1
0.2857142857142857,0.7108774269880667,0.8387096774193548,0.32499999999999996,0.16666666666666666,0.9605768001730737,0.5,0,0,0,0,0,0,1,0.8387096774193548,0.0047619047619047615,0.010064083393627654,0,1
0.6722689075630252,0.9737096424031138,0.12903225806451613,0.5,0.0,0.0,0.0,1,1,1,0,0,1,0,0.12903225806451613,0.0,0.012187496032319176,0,0
0.6134453781512604,0.674731259852384,0.7096774193548387,0.15000000000000002,0.06666666666666667,0.8995208258558341,0.5,0,0,0,0,0,0,0,0.7096774193548386,0.0009009009009009009,0.0040196317741311716,0,1
